"US_Congressional_District","Voters_Gender","age_cat","EthnicGroups_EthnicGroup1Desc","CommercialData_Education","Parties_Description","count"
13,"M","18-24","East and South Asian","HS Diploma","Democratic",10
14,"M","18-24","East and South Asian","HS Diploma","Democratic",22
15,"M","18-24","East and South Asian","HS Diploma","Democratic",11
16,"M","18-24","East and South Asian","HS Diploma","Democratic",15
17,"M","18-24","East and South Asian","HS Diploma","Democratic",20
18,"M","18-24","East and South Asian","HS Diploma","Democratic",33
19,"M","18-24","East and South Asian","HS Diploma","Democratic",7
20,"M","18-24","East and South Asian","HS Diploma","Democratic",22
21,"M","18-24","East and South Asian","HS Diploma","Democratic",79
22,"M","18-24","East and South Asian","HS Diploma","Democratic",87
23,"M","18-24","East and South Asian","HS Diploma","Democratic",10
24,"M","18-24","East and South Asian","HS Diploma","Democratic",52
25,"M","18-24","East and South Asian","HS Diploma","Democratic",65
26,"M","18-24","East and South Asian","HS Diploma","Democratic",27
27,"M","18-24","East and South Asian","HS Diploma","Democratic",11
28,"M","18-24","East and South Asian","HS Diploma","Democratic",12
29,"M","18-24","East and South Asian","HS Diploma","Democratic",12
30,"M","18-24","East and South Asian","HS Diploma","Democratic",37
31,"M","18-24","East and South Asian","HS Diploma","Democratic",19
32,"M","18-24","East and South Asian","HS Diploma","Democratic",40
33,"M","18-24","East and South Asian","HS Diploma","Democratic",15
34,"M","18-24","East and South Asian","HS Diploma","Democratic",6
35,"M","18-24","East and South Asian","HS Diploma","Democratic",15
36,"M","18-24","East and South Asian","HS Diploma","Democratic",13
1,"F","25-34","East and South Asian","HS Diploma","Democratic",8
2,"F","25-34","East and South Asian","HS Diploma","Democratic",76
3,"F","25-34","East and South Asian","HS Diploma","Democratic",45
4,"F","25-34","East and South Asian","HS Diploma","Democratic",15
5,"F","25-34","East and South Asian","HS Diploma","Democratic",37
6,"F","25-34","East and South Asian","HS Diploma","Democratic",34
7,"F","25-34","East and South Asian","HS Diploma","Democratic",79
8,"F","25-34","East and South Asian","HS Diploma","Democratic",28
9,"F","25-34","East and South Asian","HS Diploma","Democratic",142
10,"F","25-34","East and South Asian","HS Diploma","Democratic",94
11,"F","25-34","East and South Asian","HS Diploma","Democratic",12
12,"F","25-34","East and South Asian","HS Diploma","Democratic",33
13,"F","25-34","East and South Asian","HS Diploma","Democratic",6
14,"F","25-34","East and South Asian","HS Diploma","Democratic",53
15,"F","25-34","East and South Asian","HS Diploma","Democratic",24
16,"F","25-34","East and South Asian","HS Diploma","Democratic",38
17,"F","25-34","East and South Asian","HS Diploma","Democratic",41
18,"F","25-34","East and South Asian","HS Diploma","Democratic",82
19,"F","25-34","East and South Asian","HS Diploma","Democratic",17
20,"F","25-34","East and South Asian","HS Diploma","Democratic",30
21,"F","25-34","East and South Asian","HS Diploma","Democratic",61
22,"F","25-34","East and South Asian","HS Diploma","Democratic",91
23,"F","25-34","East and South Asian","HS Diploma","Democratic",29
24,"F","25-34","East and South Asian","HS Diploma","Democratic",77
25,"F","25-34","East and South Asian","HS Diploma","Democratic",49
26,"F","25-34","East and South Asian","HS Diploma","Democratic",25
27,"F","25-34","East and South Asian","HS Diploma","Democratic",21
28,"F","25-34","East and South Asian","HS Diploma","Democratic",20
29,"F","25-34","East and South Asian","HS Diploma","Democratic",51
30,"F","25-34","East and South Asian","HS Diploma","Democratic",89
31,"F","25-34","East and South Asian","HS Diploma","Democratic",32
32,"F","25-34","East and South Asian","HS Diploma","Democratic",106
33,"F","25-34","East and South Asian","HS Diploma","Democratic",45
34,"F","25-34","East and South Asian","HS Diploma","Democratic",23
35,"F","25-34","East and South Asian","HS Diploma","Democratic",89
36,"F","25-34","East and South Asian","HS Diploma","Democratic",24
1,"M","25-34","East and South Asian","HS Diploma","Democratic",8
2,"M","25-34","East and South Asian","HS Diploma","Democratic",52
3,"M","25-34","East and South Asian","HS Diploma","Democratic",28
4,"M","25-34","East and South Asian","HS Diploma","Democratic",11
5,"M","25-34","East and South Asian","HS Diploma","Democratic",25
6,"M","25-34","East and South Asian","HS Diploma","Democratic",26
7,"M","25-34","East and South Asian","HS Diploma","Democratic",59
8,"M","25-34","East and South Asian","HS Diploma","Democratic",13
9,"M","25-34","East and South Asian","HS Diploma","Democratic",119
10,"M","25-34","East and South Asian","HS Diploma","Democratic",51
11,"M","25-34","East and South Asian","HS Diploma","Democratic",4
12,"M","25-34","East and South Asian","HS Diploma","Democratic",16
13,"M","25-34","East and South Asian","HS Diploma","Democratic",6
14,"M","25-34","East and South Asian","HS Diploma","Democratic",29
15,"M","25-34","East and South Asian","HS Diploma","Democratic",6
16,"M","25-34","East and South Asian","HS Diploma","Democratic",19
17,"M","25-34","East and South Asian","HS Diploma","Democratic",30
18,"M","25-34","East and South Asian","HS Diploma","Democratic",59
19,"M","25-34","East and South Asian","HS Diploma","Democratic",5
20,"M","25-34","East and South Asian","HS Diploma","Democratic",22
21,"M","25-34","East and South Asian","HS Diploma","Democratic",41
22,"M","25-34","East and South Asian","HS Diploma","Democratic",71
23,"M","25-34","East and South Asian","HS Diploma","Democratic",15
24,"M","25-34","East and South Asian","HS Diploma","Democratic",38
25,"M","25-34","East and South Asian","HS Diploma","Democratic",28
26,"M","25-34","East and South Asian","HS Diploma","Democratic",25
27,"M","25-34","East and South Asian","HS Diploma","Democratic",12
28,"M","25-34","East and South Asian","HS Diploma","Democratic",11
29,"M","25-34","East and South Asian","HS Diploma","Democratic",37
30,"M","25-34","East and South Asian","HS Diploma","Democratic",32
31,"M","25-34","East and South Asian","HS Diploma","Democratic",25
32,"M","25-34","East and South Asian","HS Diploma","Democratic",54
33,"M","25-34","East and South Asian","HS Diploma","Democratic",26
34,"M","25-34","East and South Asian","HS Diploma","Democratic",7
35,"M","25-34","East and South Asian","HS Diploma","Democratic",55
36,"M","25-34","East and South Asian","HS Diploma","Democratic",13
1,"F","35-44","East and South Asian","HS Diploma","Democratic",12
2,"F","35-44","East and South Asian","HS Diploma","Democratic",68
3,"F","35-44","East and South Asian","HS Diploma","Democratic",65
4,"F","35-44","East and South Asian","HS Diploma","Democratic",15
5,"F","35-44","East and South Asian","HS Diploma","Democratic",36
6,"F","35-44","East and South Asian","HS Diploma","Democratic",41
7,"F","35-44","East and South Asian","HS Diploma","Democratic",78
8,"F","35-44","East and South Asian","HS Diploma","Democratic",24
9,"F","35-44","East and South Asian","HS Diploma","Democratic",176
10,"F","35-44","East and South Asian","HS Diploma","Democratic",62
11,"F","35-44","East and South Asian","HS Diploma","Democratic",8
12,"F","35-44","East and South Asian","HS Diploma","Democratic",35
13,"F","35-44","East and South Asian","HS Diploma","Democratic",11
14,"F","35-44","East and South Asian","HS Diploma","Democratic",37
15,"F","35-44","East and South Asian","HS Diploma","Democratic",19
16,"F","35-44","East and South Asian","HS Diploma","Democratic",26
17,"F","35-44","East and South Asian","HS Diploma","Democratic",40
18,"F","35-44","East and South Asian","HS Diploma","Democratic",80
19,"F","35-44","East and South Asian","HS Diploma","Democratic",13
20,"F","35-44","East and South Asian","HS Diploma","Democratic",23
21,"F","35-44","East and South Asian","HS Diploma","Democratic",25
22,"F","35-44","East and South Asian","HS Diploma","Democratic",124
23,"F","35-44","East and South Asian","HS Diploma","Democratic",18
24,"F","35-44","East and South Asian","HS Diploma","Democratic",50
25,"F","35-44","East and South Asian","HS Diploma","Democratic",54
26,"F","35-44","East and South Asian","HS Diploma","Democratic",44
27,"F","35-44","East and South Asian","HS Diploma","Democratic",19
28,"F","35-44","East and South Asian","HS Diploma","Democratic",19
29,"F","35-44","East and South Asian","HS Diploma","Democratic",37
30,"F","35-44","East and South Asian","HS Diploma","Democratic",69
31,"F","35-44","East and South Asian","HS Diploma","Democratic",58
32,"F","35-44","East and South Asian","HS Diploma","Democratic",65
33,"F","35-44","East and South Asian","HS Diploma","Democratic",25
34,"F","35-44","East and South Asian","HS Diploma","Democratic",13
35,"F","35-44","East and South Asian","HS Diploma","Democratic",51
36,"F","35-44","East and South Asian","HS Diploma","Democratic",17
1,"M","35-44","East and South Asian","HS Diploma","Democratic",5
2,"M","35-44","East and South Asian","HS Diploma","Democratic",51
3,"M","35-44","East and South Asian","HS Diploma","Democratic",48
4,"M","35-44","East and South Asian","HS Diploma","Democratic",6
5,"M","35-44","East and South Asian","HS Diploma","Democratic",21
6,"M","35-44","East and South Asian","HS Diploma","Democratic",22
7,"M","35-44","East and South Asian","HS Diploma","Democratic",61
8,"M","35-44","East and South Asian","HS Diploma","Democratic",8
9,"M","35-44","East and South Asian","HS Diploma","Democratic",119
10,"M","35-44","East and South Asian","HS Diploma","Democratic",46
11,"M","35-44","East and South Asian","HS Diploma","Democratic",6
12,"M","35-44","East and South Asian","HS Diploma","Democratic",20
13,"M","35-44","East and South Asian","HS Diploma","Democratic",3
14,"M","35-44","East and South Asian","HS Diploma","Democratic",30
15,"M","35-44","East and South Asian","HS Diploma","Democratic",8
16,"M","35-44","East and South Asian","HS Diploma","Democratic",20
17,"M","35-44","East and South Asian","HS Diploma","Democratic",22
18,"M","35-44","East and South Asian","HS Diploma","Democratic",47
19,"M","35-44","East and South Asian","HS Diploma","Democratic",12
20,"M","35-44","East and South Asian","HS Diploma","Democratic",31
21,"M","35-44","East and South Asian","HS Diploma","Democratic",39
22,"M","35-44","East and South Asian","HS Diploma","Democratic",80
23,"M","35-44","East and South Asian","HS Diploma","Democratic",15
24,"M","35-44","East and South Asian","HS Diploma","Democratic",53
25,"M","35-44","East and South Asian","HS Diploma","Democratic",28
26,"M","35-44","East and South Asian","HS Diploma","Democratic",21
27,"M","35-44","East and South Asian","HS Diploma","Democratic",11
28,"M","35-44","East and South Asian","HS Diploma","Democratic",11
29,"M","35-44","East and South Asian","HS Diploma","Democratic",31
30,"M","35-44","East and South Asian","HS Diploma","Democratic",22
31,"M","35-44","East and South Asian","HS Diploma","Democratic",28
32,"M","35-44","East and South Asian","HS Diploma","Democratic",51
33,"M","35-44","East and South Asian","HS Diploma","Democratic",17
34,"M","35-44","East and South Asian","HS Diploma","Democratic",23
35,"M","35-44","East and South Asian","HS Diploma","Democratic",33
36,"M","35-44","East and South Asian","HS Diploma","Democratic",15
1,"F","45-54","East and South Asian","HS Diploma","Democratic",14
2,"F","45-54","East and South Asian","HS Diploma","Democratic",74
3,"F","45-54","East and South Asian","HS Diploma","Democratic",66
4,"F","45-54","East and South Asian","HS Diploma","Democratic",11
5,"F","45-54","East and South Asian","HS Diploma","Democratic",27
6,"F","45-54","East and South Asian","HS Diploma","Democratic",44
7,"F","45-54","East and South Asian","HS Diploma","Democratic",91
8,"F","45-54","East and South Asian","HS Diploma","Democratic",27
9,"F","45-54","East and South Asian","HS Diploma","Democratic",207
10,"F","45-54","East and South Asian","HS Diploma","Democratic",58
11,"F","45-54","East and South Asian","HS Diploma","Democratic",7
12,"F","45-54","East and South Asian","HS Diploma","Democratic",25
13,"F","45-54","East and South Asian","HS Diploma","Democratic",10
14,"F","45-54","East and South Asian","HS Diploma","Democratic",34
15,"F","45-54","East and South Asian","HS Diploma","Democratic",9
16,"F","45-54","East and South Asian","HS Diploma","Democratic",25
17,"F","45-54","East and South Asian","HS Diploma","Democratic",33
18,"F","45-54","East and South Asian","HS Diploma","Democratic",81
19,"F","45-54","East and South Asian","HS Diploma","Democratic",9
20,"F","45-54","East and South Asian","HS Diploma","Democratic",29
21,"F","45-54","East and South Asian","HS Diploma","Democratic",32
22,"F","45-54","East and South Asian","HS Diploma","Democratic",123
23,"F","45-54","East and South Asian","HS Diploma","Democratic",26
24,"F","45-54","East and South Asian","HS Diploma","Democratic",57
25,"F","45-54","East and South Asian","HS Diploma","Democratic",36
26,"F","45-54","East and South Asian","HS Diploma","Democratic",41
27,"F","45-54","East and South Asian","HS Diploma","Democratic",19
28,"F","45-54","East and South Asian","HS Diploma","Democratic",30
29,"F","45-54","East and South Asian","HS Diploma","Democratic",44
30,"F","45-54","East and South Asian","HS Diploma","Democratic",47
31,"F","45-54","East and South Asian","HS Diploma","Democratic",36
32,"F","45-54","East and South Asian","HS Diploma","Democratic",77
33,"F","45-54","East and South Asian","HS Diploma","Democratic",32
34,"F","45-54","East and South Asian","HS Diploma","Democratic",17
35,"F","45-54","East and South Asian","HS Diploma","Democratic",45
36,"F","45-54","East and South Asian","HS Diploma","Democratic",25
1,"M","45-54","East and South Asian","HS Diploma","Democratic",4
2,"M","45-54","East and South Asian","HS Diploma","Democratic",48
3,"M","45-54","East and South Asian","HS Diploma","Democratic",48
4,"M","45-54","East and South Asian","HS Diploma","Democratic",5
5,"M","45-54","East and South Asian","HS Diploma","Democratic",18
6,"M","45-54","East and South Asian","HS Diploma","Democratic",36
7,"M","45-54","East and South Asian","HS Diploma","Democratic",50
8,"M","45-54","East and South Asian","HS Diploma","Democratic",17
9,"M","45-54","East and South Asian","HS Diploma","Democratic",182
10,"M","45-54","East and South Asian","HS Diploma","Democratic",47
11,"M","45-54","East and South Asian","HS Diploma","Democratic",6
12,"M","45-54","East and South Asian","HS Diploma","Democratic",25
13,"M","45-54","East and South Asian","HS Diploma","Democratic",9
14,"M","45-54","East and South Asian","HS Diploma","Democratic",31
15,"M","45-54","East and South Asian","HS Diploma","Democratic",15
16,"M","45-54","East and South Asian","HS Diploma","Democratic",15
17,"M","45-54","East and South Asian","HS Diploma","Democratic",20
18,"M","45-54","East and South Asian","HS Diploma","Democratic",51
19,"M","45-54","East and South Asian","HS Diploma","Democratic",6
20,"M","45-54","East and South Asian","HS Diploma","Democratic",23
21,"M","45-54","East and South Asian","HS Diploma","Democratic",22
22,"M","45-54","East and South Asian","HS Diploma","Democratic",91
23,"M","45-54","East and South Asian","HS Diploma","Democratic",14
24,"M","45-54","East and South Asian","HS Diploma","Democratic",53
25,"M","45-54","East and South Asian","HS Diploma","Democratic",27
26,"M","45-54","East and South Asian","HS Diploma","Democratic",28
27,"M","45-54","East and South Asian","HS Diploma","Democratic",14
28,"M","45-54","East and South Asian","HS Diploma","Democratic",11
29,"M","45-54","East and South Asian","HS Diploma","Democratic",41
30,"M","45-54","East and South Asian","HS Diploma","Democratic",23
31,"M","45-54","East and South Asian","HS Diploma","Democratic",31
32,"M","45-54","East and South Asian","HS Diploma","Democratic",59
33,"M","45-54","East and South Asian","HS Diploma","Democratic",13
34,"M","45-54","East and South Asian","HS Diploma","Democratic",15
