FB_el_type,FB_survey_party,FB_week_to_el,Voters_Gender,age_cat,EthnicGroups_EthnicGroup1Desc,CommercialData_Education,Parties_Description,ID
US House,Dem,1,M,65_or_older,European,Bach Degree - Likely,Republican,575
US House,Dem,1,M,65_or_older,European,Bach Degree - Likely,Republican,575
US House,Dem,1,M,65_or_older,European,Bach Degree - Likely,Republican,575
US House,Dem,1,M,25-34,European,NA,Non-Partisan,576
US House,Rep,0,M,65_or_older,European,Some College - Likely,Republican,573
US House,Dem,0,M,65_or_older,European,Bach Degree - Likely,Republican,575
US House,Dem,1,M,65_or_older,European,Grad Degree - Likely,Democratic,577
US House,Rep,5,F,55-64,European,Some College -Extremely Likely,Non-Partisan,578
US House,Dem,5,M,25-34,European,Grad Degree - Likely,Democratic,579
US House,Dem,4,M,25-34,European,Grad Degree - Likely,Democratic,579
US Senate,Rep,6,F,55-64,European,Some College -Extremely Likely,Non-Partisan,578
US House,Rep,5,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,4,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,4,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,3,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Rep,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Dem,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,580
US House,Dem,6,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,5,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,4,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,1,M,35-44,Hispanic and Portuguese,NA,Democratic,581
US House,Dem,4,F,25-34,European,NA,Democratic,582
US House,Dem,3,F,25-34,European,NA,Democratic,582
US Senate,Rep,6,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,6,M,45-54,European,HS Diploma - Likely,Republican,583
US House,Rep,1,F,25-34,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,584
US House,Rep,0,F,25-34,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,584
US Senate,Rep,6,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,6,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,5,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,0,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,4,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,4,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,4,M,45-54,European,HS Diploma - Likely,Republican,583
US Senate,Rep,3,M,45-54,European,HS Diploma - Likely,Republican,583
US House,Dem,2,F,55-64,European,Some College - Likely,Democratic,585
US House,Rep,4,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Rep,4,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Dem,6,F,55-64,NA,Bach Degree - Likely,Democratic,587
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Rep,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,586
US House,Dem,3,F,25-34,European,NA,Democratic,588
US House,Dem,2,F,65_or_older,European,HS Diploma - Likely,Democratic,589
US House,Dem,1,F,65_or_older,European,HS Diploma - Likely,Democratic,589
US House,Dem,1,F,55-64,Hispanic and Portuguese,Some College - Likely,Republican,590
US House,Rep,2,F,25-34,European,Grad Degree - Extremely Likely,Republican,591
US House,Dem,0,F,65_or_older,European,HS Diploma - Likely,Democratic,589
US House,Dem,0,F,65_or_older,European,HS Diploma - Likely,Democratic,589
US Senate,Dem,5,M,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,592
US House,Dem,6,F,35-44,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,593
US Senate,Dem,2,F,35-44,Hispanic and Portuguese,HS Diploma - Likely,Republican,594
US House,Rep,0,F,35-44,European,Bach Degree - Likely,Democratic,595
US House,Rep,0,F,35-44,European,Bach Degree - Likely,Democratic,595
US Senate,Rep,3,M,25-34,European,NA,Republican,596
US House,Dem,0,M,25-34,Hispanic and Portuguese,NA,Non-Partisan,597
US Senate,Rep,5,M,25-34,Hispanic and Portuguese,NA,Democratic,598
US House,Dem,0,M,25-34,Likely African-American,NA,Democratic,599
US House,Dem,0,F,25-34,Hispanic and Portuguese,NA,Democratic,600
US House,Dem,4,M,35-44,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,601
US House,Dem,0,M,55-64,Likely African-American,NA,Democratic,602
US House,Dem,0,M,55-64,Likely African-American,NA,Democratic,602
US House,Dem,5,M,25-34,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,603
US House,Dem,4,M,25-34,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,603
US House,Dem,4,M,25-34,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,603
US House,Dem,1,F,65_or_older,NA,Grad Degree - Extremely Likely,Democratic,604
US Senate,Rep,2,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,605
US Senate,Rep,2,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,605
US Senate,Rep,2,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,605
US House,Rep,2,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,606
US House,Rep,6,F,55-64,European,Some College -Extremely Likely,Democratic,607
US House,Rep,3,F,55-64,European,Some College -Extremely Likely,Democratic,607
US House,Dem,0,F,25-34,Likely African-American,NA,Democratic,608
US Senate,Rep,6,M,45-54,NA,HS Diploma - Likely,Republican,609
US Senate,Rep,1,M,45-54,NA,HS Diploma - Likely,Republican,609
US Senate,Rep,1,M,45-54,NA,HS Diploma - Likely,Republican,609
US Senate,Rep,3,M,45-54,NA,HS Diploma - Likely,Republican,609
US Senate,Rep,3,F,65_or_older,NA,HS Diploma - Extremely Likely,Non-Partisan,610
US House,Rep,0,F,55-64,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,611
US Senate,Dem,1,M,25-34,European,NA,Republican,612
US House,Rep,1,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,613
US House,Rep,1,F,65_or_older,NA,Some College -Extremely Likely,Republican,614
US House,Rep,0,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,613
US House,Rep,0,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,613
US House,Dem,5,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,615
US House,Dem,2,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,615
US Senate,Rep,3,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,616
US House,Rep,6,F,25-34,European,NA,Democratic,617
US House,Rep,6,F,25-34,European,NA,Democratic,617
US House,Rep,2,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,618
US Senate,Rep,2,M,25-34,European,Some College - Likely,Republican,619
US House,Dem,1,F,65_or_older,Likely African-American,Grad Degree - Likely,Democratic,620
US House,Rep,2,F,55-64,NA,NA,Democratic,621
US House,Dem,2,F,55-64,NA,NA,Democratic,621
US House,Dem,5,F,25-34,Likely African-American,HS Diploma - Likely,Democratic,622
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,623
US House,Rep,2,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,623
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,623
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,623
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,623
US House,Rep,6,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,4,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,4,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,3,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,3,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,3,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,3,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,2,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,2,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,1,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,1,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,1,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,3,F,65_or_older,European,HS Diploma - Likely,Republican,625
US House,Rep,1,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,0,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Rep,0,F,65_or_older,Other,Bach Degree - Likely,Republican,624
US House,Dem,4,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,626
US House,Dem,5,M,25-34,Likely African-American,NA,Democratic,627
US House,Rep,3,M,35-44,European,Bach Degree - Likely,Republican,628
US House,Rep,2,M,35-44,European,Bach Degree - Likely,Republican,628
US House,Rep,0,M,35-44,European,Bach Degree - Likely,Republican,628
US House,Dem,6,F,35-44,European,NA,Democratic,629
US House,Dem,2,F,35-44,European,NA,Democratic,629
US House,Dem,1,F,35-44,European,NA,Democratic,629
US House,Rep,0,M,65_or_older,European,HS Diploma - Likely,Republican,630
US House,Rep,5,M,45-54,European,NA,Democratic,631
US Senate,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,632
US Senate,Dem,6,M,45-54,Hispanic and Portuguese,NA,Non-Partisan,633
US House,Dem,0,M,25-34,Likely African-American,NA,Democratic,634
US House,Rep,1,F,55-64,European,Grad Degree - Extremely Likely,Republican,635
US House,Dem,0,F,45-54,Other,NA,Democratic,636
US House,Dem,6,F,25-34,European,NA,Democratic,637
US House,Dem,4,F,25-34,European,NA,Democratic,637
US House,Dem,3,F,25-34,European,NA,Democratic,637
US House,Rep,2,M,35-44,European,NA,Democratic,638
US House,Dem,2,M,35-44,European,NA,Democratic,638
US House,Dem,2,M,35-44,European,NA,Democratic,638
US House,Dem,1,F,25-34,European,NA,Democratic,637
US House,Rep,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,639
US House,Dem,3,M,55-64,European,NA,Democratic,640
US House,Dem,6,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,641
US House,Dem,1,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,641
US House,Rep,6,M,45-54,European,NA,Republican,642
US House,Rep,2,M,45-54,European,NA,Republican,642
US House,Rep,2,M,25-34,European,Some College - Likely,Republican,643
US House,Rep,1,M,65_or_older,European,Some College -Extremely Likely,Republican,644
US House,Rep,3,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,645
US House,Rep,0,F,45-54,European,Bach Degree - Extremely Likely,Republican,646
US House,Dem,2,F,35-44,European,Some College - Likely,Republican,647
US House,Dem,5,M,25-34,Hispanic and Portuguese,NA,Democratic,648
US House,Dem,1,M,25-34,Hispanic and Portuguese,NA,Democratic,648
US House,Dem,5,F,25-34,European,Some College - Likely,Democratic,649
US House,Dem,2,F,25-34,European,Some College - Likely,Democratic,649
US House,Dem,0,F,25-34,European,Some College - Likely,Democratic,649
US House,Dem,2,F,25-34,European,NA,Democratic,650
US House,Rep,5,F,55-64,European,HS Diploma - Likely,Republican,651
US House,Rep,2,F,65_or_older,European,Bach Degree - Likely,Republican,652
US House,Rep,0,F,65_or_older,European,Bach Degree - Likely,Republican,652
US House,Rep,2,F,65_or_older,European,NA,Republican,653
US Senate,Dem,1,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,654
US Senate,Rep,2,M,55-64,European,Some College -Extremely Likely,Republican,655
US Senate,Dem,6,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US House,Dem,2,M,45-54,European,Bach Degree - Likely,Democratic,657
US Senate,Dem,5,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US Senate,Dem,1,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US Senate,Dem,1,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US Senate,Dem,0,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US Senate,Dem,4,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US Senate,Dem,4,M,35-44,Other,Bach Degree - Likely,Non-Partisan,656
US House,Dem,1,F,35-44,Hispanic and Portuguese,NA,Democratic,658
US House,Dem,4,F,45-54,European,Grad Degree - Extremely Likely,Republican,659
US House,Dem,1,M,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,660
US Senate,Dem,5,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,661
US Senate,Dem,3,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,661
US House,Rep,1,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,662
US House,Rep,0,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,662
US House,Rep,4,M,65_or_older,NA,NA,Republican,663
US House,Dem,3,F,35-44,European,Grad Degree - Likely,Democratic,664
US House,Dem,1,M,35-44,Other,Some College -Extremely Likely,Republican,665
US Senate,Rep,1,M,25-34,European,NA,Republican,666
US Senate,Rep,1,M,25-34,European,NA,Republican,666
US Senate,Rep,1,M,25-34,European,NA,Republican,666
US Senate,Rep,2,M,25-34,European,NA,Republican,666
US Senate,Rep,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,667
US House,Dem,5,F,45-54,European,Some College -Extremely Likely,Democratic,668
US House,Dem,6,F,35-44,European,Bach Degree - Extremely Likely,Democratic,669
US House,Dem,2,F,35-44,European,Bach Degree - Likely,Democratic,670
US House,Dem,2,F,45-54,East and South Asian,Grad Degree - Likely,Democratic,671
US House,Dem,3,F,35-44,European,Bach Degree - Extremely Likely,Democratic,669
US House,Dem,2,F,35-44,European,Bach Degree - Extremely Likely,Democratic,669
US House,Dem,2,F,35-44,European,Bach Degree - Extremely Likely,Democratic,669
US Senate,Dem,6,M,25-34,Hispanic and Portuguese,NA,Democratic,672
US Senate,Dem,6,M,45-54,Hispanic and Portuguese,NA,Non-Partisan,673
US House,Dem,2,M,55-64,Likely African-American,NA,Democratic,674
US House,Rep,6,F,45-54,European,Some College - Likely,Republican,675
US House,Dem,1,M,45-54,European,Bach Degree - Likely,Non-Partisan,676
US House,Dem,0,M,45-54,European,Bach Degree - Likely,Non-Partisan,676
US House,Dem,4,F,25-34,Likely African-American,Some College - Likely,Democratic,677
US House,Dem,1,F,25-34,Likely African-American,Some College - Likely,Democratic,677
US House,Dem,0,M,65_or_older,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,678
US House,Dem,0,F,25-34,Likely African-American,Some College - Likely,Democratic,677
US House,Dem,0,F,25-34,Likely African-American,Some College - Likely,Democratic,677
US House,Dem,6,F,25-34,European,NA,Democratic,679
US Senate,Dem,6,F,25-34,European,Bach Degree - Likely,Democratic,680
US House,Rep,4,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,681
US Senate,Dem,1,F,55-64,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,682
US Senate,Dem,0,F,55-64,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,682
US Senate,Rep,1,F,65_or_older,European,NA,Non-Partisan,683
US Senate,Rep,1,F,65_or_older,European,NA,Non-Partisan,683
US Senate,Rep,1,F,65_or_older,European,NA,Non-Partisan,683
US House,Dem,6,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,684
US House,Dem,5,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,5,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,4,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,4,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US Senate,Rep,6,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,686
US Senate,Rep,4,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,686
US Senate,Rep,3,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,686
US House,Dem,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,0,M,55-64,European,Grad Degree - Extremely Likely,Republican,685
US House,Dem,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,687
US House,Dem,2,M,35-44,European,Some College - Likely,Democratic,688
US House,Dem,5,M,65_or_older,European,Some College - Likely,Democratic,689
US House,Dem,1,M,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,690
US House,Dem,3,F,35-44,Hispanic and Portuguese,NA,Democratic,691
US House,Dem,3,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,692
US House,Dem,3,F,45-54,European,Grad Degree - Extremely Likely,Democratic,693
US House,Rep,5,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,694
US House,Dem,2,F,65_or_older,European,Bach Degree - Likely,Republican,695
US House,Rep,1,M,65_or_older,European,HS Diploma - Extremely Likely,Republican,696
US House,Rep,0,M,65_or_older,European,HS Diploma - Extremely Likely,Republican,696
US House,Dem,3,F,35-44,Hispanic and Portuguese,NA,Democratic,697
US Senate,Dem,3,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,698
US Senate,Dem,5,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,698
US Senate,Dem,3,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,698
US Senate,Dem,3,M,65_or_older,Hispanic and Portuguese,NA,Democratic,699
US House,Dem,3,M,55-64,European,Grad Degree - Likely,Democratic,700
US Senate,Dem,1,F,55-64,European,HS Diploma - Extremely Likely,Non-Partisan,701
US Senate,Rep,6,F,65_or_older,Hispanic and Portuguese,NA,Democratic,702
US House,Rep,2,F,55-64,European,Bach Degree - Extremely Likely,Democratic,703
